Threshold,Action_Set,Average_Utility,Frequency
0.0,"[""kpuu""]",4000.4780203062446,39
0.0,"[""kpuu"", ""1uM_PgP""]",4399.993173129442,4
0.0,"[""100nM_PgP"", ""kpuu""]",4400.0,6
0.0,"[""kpuu"", ""100nM_BCRP""]",4400.0,1
0.2,"[""100nM_BCRP""]",400.0,1
0.1,"[""100nM_PgP""]",400.0,11
0.1,"[""100nM_BCRP""]",400.0105910274741,17
0.1,"[""1uM_PgP""]",400.0,22
